mean_fit_time,mean_score_time,param_kneighborsclassifier__n_neighbors,mean_test_score,mean_train_score
0.012449264526367188,0.0110260009765625,3,0.9704761904761906,0.9687033849684452
0.007454109191894531,0.006919097900390625,11,0.9704761904761906,0.9711130235226622
0.011770915985107423,0.008211755752563476,4,0.9609523809523809,0.9590935169248421
0.01105794906616211,0.010361146926879884,5,0.9609523809523809,0.9663224325874928
0.011112213134765625,0.009031009674072266,8,0.9514285714285714,0.9662937464142283
