mean_fit_time,mean_score_time,param_decisiontreeclassifier__max_depth,mean_test_score,mean_train_score
0.01625661849975586,0.005452585220336914,2,0.9614285714285714,0.9735513482501433
0.015283632278442382,0.007901573181152343,5,0.9514285714285714,1.0
0.02242569923400879,0.011562061309814454,4,0.9514285714285714,0.9927710843373493
0.025767993927001954,0.008682060241699218,12,0.9514285714285714,1.0
0.011474609375,0.0043701171875,13,0.9514285714285714,1.0
